test_index,index,label,shape_id,section_type,start_char,end_char,cells,text,top,left,right,bottom,width,height,slide_height,slide_width
20,04.24,"Arrow / connector","[""9""]",individual_shape,,,"","",298.15,215.7,336.3,307.64,120.61,9.5,405.0,720.0
20,04.25,"Process - no external endpoint","[""67""]",individual_shape,,,"","Invoice verification",307.64,310.4,389.6,318.82,79.2,11.18,405.0,720.0
20,04.26,"Arrow / connector","[""83""]",individual_shape,,,"","",318.82,350.0,350.0,330.58,0.0,11.75,405.0,720.0
20,04.27,"Process - external endpoint","[""169""]",individual_shape,,,"","Vendor: Payment receipt",330.58,191.21,295.45,341.86,104.24,11.28,405.0,720.0
20,04.28,"Process - no external endpoint","[""64""]",individual_shape,,,"","Payment approval",330.58,310.4,389.6,341.76,79.2,11.18,405.0,720.0
20,04.29,"Arrow / connector","[""174""]",individual_shape,,,"","",336.17,295.45,310.4,336.22,14.95,0.05,405.0,720.0
20,05,"Clarification / note","[""41""]",shape_group,,,"","Process applies to: KOH\, NaOH (both types)\, packaging materials\, cleaning supplies\, spare partsProcess does not apply to: BSG\, utilities\, labor\, maintenance and repair orders\, 3PL services",347.18,69.95,533.21,373.83,463.25,26.66,405.0,720.0
20,06,"Page number","[""53""]",shape_group,,,"","1",367.18,60.54,103.75,398.17,43.2,30.99,405.0,720.0
20,07,"Legend","[""48""\, ""49""\, ""50""\, ""55""\, ""72""]",shape_group,,,"","Information flow to / from outside\
\
\
   Information flow within Evergrain",373.5,89.29,457.96,390.46,368.67,16.96,405.0,720.0
20,07.01,"Arrow / connector","[""55""]",individual_shape,,,"","",379.15,89.29,116.21,379.15,26.92,0.0,405.0,720.0
20,07.02,"Arrow / connector","[""72""]",individual_shape,,,"","",381.3,258.54,285.46,381.3,26.92,0.0,405.0,720.0
20,07.03,"Arrow / connector","[""48""]",individual_shape,,,"","",385.06,89.29,116.21,385.06,26.92,0.0,405.0,720.0
20,08,"Manifold logo","[""52""]",shape_group,,,"","",374.08,645.23,696.19,385.5,50.96,11.42,405.0,720.0
